minute_utc	wiki	revisions
2026-06-22T07:33Z	dse	1
2026-06-22T07:37Z	dse	2
2026-06-22T07:37Z	fractal	1
2026-06-22T07:39Z	dse	3
2026-06-22T07:39Z	fractal	2
2026-06-22T07:42Z	dse	1
2026-06-22T07:42Z	fractal	1
2026-06-22T07:43Z	dse	2
2026-06-22T07:44Z	dse	1
2026-06-22T07:46Z	dse	4
2026-06-22T07:47Z	dse	2
2026-06-22T07:48Z	dse	2
2026-06-22T07:49Z	dse	1
2026-06-22T07:50Z	dse	2
2026-06-22T07:52Z	dse	2
2026-06-22T07:53Z	dse	3
2026-06-22T07:54Z	dse	2
2026-06-22T07:55Z	dse	1
2026-06-22T08:01Z	dse	1
2026-06-22T08:03Z	dse	1
2026-06-22T08:04Z	dse	1
2026-06-22T08:14Z	dse	1
2026-06-22T08:19Z	probier	2
2026-06-22T08:20Z	dse	1
2026-06-22T08:20Z	probier	2
2026-06-22T08:21Z	probier	2
2026-06-22T08:22Z	probier	2
2026-06-22T08:24Z	probier	4
2026-06-22T08:25Z	probier	1
2026-06-22T08:27Z	probier	2
2026-06-22T08:28Z	probier	2
2026-06-22T08:29Z	probier	5
2026-06-22T08:30Z	probier	3
2026-06-22T08:31Z	probier	3
2026-06-22T08:32Z	probier	2
2026-06-22T08:33Z	probier	1
2026-06-22T08:34Z	probier	3
2026-06-22T08:35Z	probier	4
2026-06-22T08:36Z	probier	3
2026-06-22T08:36Z	texteditors	1
2026-06-22T08:37Z	probier	7
2026-06-22T08:38Z	probier	8
2026-06-22T08:39Z	probier	5
2026-06-22T08:39Z	texteditors	4
2026-06-22T08:40Z	probier	4
2026-06-22T08:40Z	texteditors	1
2026-06-22T08:41Z	probier	6
2026-06-22T08:41Z	texteditors	1
2026-06-22T08:42Z	probier	9
2026-06-22T08:42Z	dorfwiki	2
2026-06-22T08:43Z	probier	9
2026-06-22T08:43Z	dorfwiki	1
2026-06-22T08:44Z	probier	11
2026-06-22T08:44Z	texteditors	1
2026-06-22T08:45Z	probier	6
2026-06-22T08:45Z	dorfwiki	2
2026-06-22T08:46Z	probier	13
2026-06-22T08:46Z	texteditors	1
2026-06-22T08:46Z	dorfwiki	1
2026-06-22T08:47Z	texteditors	1
2026-06-22T08:48Z	probier	2
2026-06-22T08:49Z	probier	2
2026-06-22T08:49Z	texteditors	2
2026-06-22T08:50Z	probier	2
2026-06-22T08:51Z	probier	2
2026-06-22T08:52Z	probier	2
2026-06-22T08:53Z	probier	1
2026-06-22T08:57Z	probier	1
2026-06-22T08:58Z	probier	3
2026-06-22T09:00Z	probier	5
2026-06-22T09:06Z	probier	1
2026-06-22T09:07Z	dse	2
2026-06-22T09:09Z	dse	2
2026-06-22T09:10Z	dse	3
2026-06-22T09:11Z	dse	4
2026-06-22T09:12Z	dse	2
2026-06-22T09:12Z	fractal	1
2026-06-22T09:13Z	dse	5
2026-06-22T09:13Z	fractal	1
2026-06-22T09:14Z	dse	5
2026-06-22T09:15Z	dse	9
2026-06-22T09:15Z	fractal	1
2026-06-22T09:16Z	dse	11
2026-06-22T09:16Z	fractal	2
2026-06-22T09:17Z	dse	8
2026-06-22T09:17Z	fractal	1
2026-06-22T09:18Z	dse	7
2026-06-22T09:18Z	fractal	1
2026-06-22T09:19Z	dse	8
2026-06-22T09:19Z	fractal	1
2026-06-22T09:19Z	wiki4d	1
2026-06-22T09:20Z	dse	8
2026-06-22T09:20Z	wiki4d	2
2026-06-22T09:21Z	dse	7
2026-06-22T09:22Z	dse	2
2026-06-22T09:22Z	fractal	1
2026-06-22T09:22Z	wiki4d	1
2026-06-22T09:23Z	dse	3
2026-06-22T09:23Z	wiki4d	1
2026-06-22T09:24Z	dse	5
2026-06-22T09:24Z	fractal	1
2026-06-22T09:25Z	dse	3
2026-06-22T09:25Z	fractal	1
2026-06-22T09:26Z	dse	3
2026-06-22T09:27Z	dse	3
2026-06-22T09:28Z	dse	2
2026-06-22T09:29Z	dse	3
2026-06-22T09:29Z	wiki4d	1
2026-06-22T09:30Z	dse	5
2026-06-22T09:30Z	fractal	1
2026-06-22T09:30Z	wiki4d	2
2026-06-22T09:31Z	dse	5
2026-06-22T09:31Z	fractal	1
2026-06-22T09:31Z	wiki4d	1
2026-06-22T09:32Z	dse	7
2026-06-22T09:32Z	fractal	1
2026-06-22T09:33Z	dse	6
2026-06-22T09:33Z	fractal	2
2026-06-22T09:33Z	wiki4d	1
2026-06-22T09:34Z	dse	4
2026-06-22T09:34Z	fractal	1
2026-06-22T09:35Z	dse	4
2026-06-22T09:35Z	fractal	6
2026-06-22T09:35Z	wiki4d	1
2026-06-22T09:36Z	dse	5
2026-06-22T09:36Z	fractal	3
2026-06-22T09:36Z	wiki4d	2
2026-06-22T09:37Z	dse	8
2026-06-22T09:37Z	fractal	6
2026-06-22T09:37Z	wiki4d	1
2026-06-22T09:38Z	dse	14
2026-06-22T09:38Z	fractal	5
2026-06-22T09:38Z	wiki4d	2
2026-06-22T09:39Z	dse	15
2026-06-22T09:39Z	fractal	4
2026-06-22T09:39Z	wiki4d	1
2026-06-22T09:40Z	dse	11
2026-06-22T09:40Z	fractal	13
2026-06-22T09:40Z	wiki4d	4
2026-06-22T09:41Z	dse	14
2026-06-22T09:41Z	fractal	2
2026-06-22T09:41Z	wiki4d	1
2026-06-22T09:42Z	dse	12
2026-06-22T09:42Z	fractal	5
2026-06-22T09:42Z	wiki4d	2
2026-06-22T09:43Z	dse	14
2026-06-22T09:43Z	fractal	6
2026-06-22T09:44Z	dse	9
2026-06-22T09:44Z	fractal	5
2026-06-22T09:44Z	wiki4d	1
2026-06-22T09:45Z	dse	4
2026-06-22T09:45Z	fractal	2
2026-06-22T09:45Z	wiki4d	1
2026-06-22T09:46Z	dse	6
2026-06-22T09:46Z	fractal	5
2026-06-22T09:46Z	wiki4d	2
2026-06-22T09:47Z	dse	5
2026-06-22T09:47Z	fractal	1
2026-06-22T09:47Z	wiki4d	1
2026-06-22T09:48Z	dse	4
2026-06-22T09:48Z	wiki4d	1
2026-06-22T09:49Z	dse	7
2026-06-22T09:49Z	fractal	1
2026-06-22T09:49Z	wiki4d	2
2026-06-22T09:50Z	dse	6
2026-06-22T09:50Z	fractal	1
2026-06-22T09:51Z	dse	2
2026-06-22T09:51Z	fractal	2
2026-06-22T09:52Z	dse	3
2026-06-22T09:52Z	fractal	3
2026-06-22T09:53Z	dse	1
2026-06-22T09:53Z	fractal	2
2026-06-22T09:54Z	dse	1
2026-06-22T09:56Z	dse	2
2026-06-22T09:56Z	wiki4d	1
2026-06-22T09:57Z	dse	2
2026-06-22T09:58Z	dse	4
2026-06-22T09:59Z	wiki4d	1
2026-06-22T10:00Z	dse	1
2026-06-22T10:00Z	fractal	1
2026-06-22T10:01Z	dse	2
2026-06-22T10:02Z	dse	4
2026-06-22T10:04Z	fractal	1
2026-06-22T10:05Z	dse	1
2026-06-22T10:05Z	fractal	1
2026-06-22T10:06Z	fractal	5
2026-06-22T10:07Z	dse	1
2026-06-22T10:07Z	fractal	2
2026-06-22T10:09Z	dse	1
2026-06-22T10:11Z	dse	1
2026-06-22T10:17Z	dse	1
2026-06-22T10:18Z	dse	1
2026-06-22T10:20Z	dse	1
2026-06-22T20:27Z	dse	1
2026-06-22T20:28Z	dse	4
2026-06-22T20:29Z	dse	3
2026-06-22T20:30Z	dse	8
2026-06-22T20:31Z	dse	8
