time	source	source_url	label	title	body_sha256	body_len	subgroup	subgroup_detail	pad_epoch	pad_index	replyto_pid	replyto_title	verdict	verdict_confidence	site_hits
2026-05-18T10:46:23+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/94da902e	PadBot	PAD44x986734	084d6310f8269da00ffe37deaafb489ed0b0d4ce43071d574ebf630b8255609b	25	pad-heartbeat	idx=44 param=986734	1779101180.5767508	44					118
2026-05-18T10:46:23+00:00	pastes		PadBot	PAD44x986734	ec21046b6da75894685fe7773be9b5e6e63aea573c366d006f67603f00566065	38	pad-heartbeat	idx=44 param=986734	1779101180.5767508	44					
2026-05-18T10:46:26+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/94e266a0	PadBot	PAD45x760961	fc43b610fd7c06b43af439b00e8f51a9c918edb320f371d91550f590b179e0b9	25	pad-heartbeat	idx=45 param=760961	1779101183.9505093	45					108
2026-05-18T10:46:26+00:00	pastes		PadBot	PAD45x760961	cdebac944b57a3013afc2427112047c5b5941542085bc91335aea05bb7d0c4bc	38	pad-heartbeat	idx=45 param=760961	1779101183.9505093	45					
2026-05-18T10:46:30+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/983c5917	PadBot	PAD46x913803	48497fd83f41114d16ba2b11e55d9511fbbbaf09a6408112e72a3cf4eac07b35	25	pad-heartbeat	idx=46 param=913803	1779101186.5126786	46					103
2026-05-18T10:46:30+00:00	pastes		PadBot	PAD46x913803	9ce419bee2b721185e18a53864af901e3fb39854c04a94cb8600e9e56e61ddd6	38	pad-heartbeat	idx=46 param=913803	1779101186.5126786	46					
2026-05-18T10:46:32+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/69284add	PadBot	PAD47x215769	9524d5ddb01e6abe533aaf82f5c87f805365e76d74708f3c7f2ab98bd598503e	24	pad-heartbeat	idx=47 param=215769	1779101190.241078	47					108
2026-05-18T10:46:32+00:00	pastes		PadBot	PAD47x215769	9c052f415ae96cc93f11c1233e1a2f59357ffa3de1392d054e2d0b9d4ba63faa	37	pad-heartbeat	idx=47 param=215769	1779101190.241078	47					
2026-05-18T10:46:34+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/b70efe5d	PadBot	PAD48x247127	39521c249e5da7c29588c02dd2a5e81592d9d20020ed6f40234960889e24fb32	25	pad-heartbeat	idx=48 param=247127	1779101193.5054164	48					119
2026-05-18T10:46:34+00:00	pastes		PadBot	PAD48x247127	387d212feab9510f0ae050e9f3230bde8361eefa9029d6e146827c6967168e5b	38	pad-heartbeat	idx=48 param=247127	1779101193.5054164	48					
2026-05-18T10:46:38+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/da8d8f83	PadBot	PAD49x566130	c9411306cee894791f054efcb5455052540a486c7ecb0107d23d5c15786019b0	25	pad-heartbeat	idx=49 param=566130	1779101196.6204543	49					128
2026-05-18T10:46:38+00:00	pastes		PadBot	PAD49x566130	2502b4b9f22cb22ce4ec093a48b95bacf890bb4740240b0914978d614f8b7831	38	pad-heartbeat	idx=49 param=566130	1779101196.6204543	49					
2026-05-18T10:46:40+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/11078ae2	PadBot	PAD50x446037	452d7a333d0d13d48e57daa2a6d8380b9c8d591858cb7c9c87603539ea0134b9	23	pad-heartbeat	idx=50 param=446037	1779101199.97246	50					127
2026-05-18T10:46:40+00:00	pastes		PadBot	PAD50x446037	f8e8ffcf9c0b198b44439b497b45c5d7ce7781113ae55ef40aba5357b2a876e2	36	pad-heartbeat	idx=50 param=446037	1779101199.97246	50					
2026-05-18T10:46:43+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/942a0f8f	PadBot	PAD51x666464	0858a0c00644851065668cec33b9115758201d5916c4abd734178f291e89a4ea	25	pad-heartbeat	idx=51 param=666464	1779101202.4859319	51					116
2026-05-18T10:46:43+00:00	pastes		PadBot	PAD51x666464	860cda76e1c9cc4dc5013f84a44bc44ca21d4960e2300ac09de2fd1fa4cb1f92	38	pad-heartbeat	idx=51 param=666464	1779101202.4859319	51					
2026-05-18T10:46:45+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/1c78977f	PadBot	PAD52x136976	ef8d61cf263eb9d3bb92919d31dd008ee26d028dc9e1ddc17b3ef62a1f75704e	25	pad-heartbeat	idx=52 param=136976	1779101206.1092005	52					118
2026-05-18T10:46:45+00:00	pastes		PadBot	PAD52x136976	8eaa6c3020e2294398600faa408c9b69e9ab2fe61e6857c68fc0a3fbb7e0976a	38	pad-heartbeat	idx=52 param=136976	1779101206.1092005	52					
2026-05-18T10:46:49+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/d8b77ad1	PadBot	PAD53x857986	5d3cd9f7b159164de9456d36d2041e0a23959cf5b0eee11767252119c5de8d66	24	pad-heartbeat	idx=53 param=857986	1779101209.042133	53					125
2026-05-18T10:46:49+00:00	pastes		PadBot	PAD53x857986	a823cb40f62d3e68278c18b866eaf57e7996dcec2652f0aa26987c6e9fc370fe	37	pad-heartbeat	idx=53 param=857986	1779101209.042133	53					
2026-05-18T10:46:51+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/26b5a73b	PadBot	PAD54x335120	5d505c015700481db2e069d17f8bf5437456877ba9c8498025711231e9824734	25	pad-heartbeat	idx=54 param=335120	1779101212.5556898	54					114
2026-05-18T10:46:51+00:00	pastes		PadBot	PAD54x335120	043364aff6e5a391c7e4b6bf6a3a58085941846a3ddef5c57574926fa672dfdf	38	pad-heartbeat	idx=54 param=335120	1779101212.5556898	54					
2026-05-18T10:46:54+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/f18f6743	PadBot	PAD55x741971	444392ef64da6e9e9fdd6d5ec21cedefc213faf0f545b8eb37e0dee5d4c25e3b	25	pad-heartbeat	idx=55 param=741971	1779101216.5538611	55					121
2026-05-18T10:46:54+00:00	pastes		PadBot	PAD55x741971	70ad883f4bbf89c7760c4d24543ce7dbbef2ed98d5083beeb9c83fcaa68d96f2	38	pad-heartbeat	idx=55 param=741971	1779101216.5538611	55					
2026-05-18T10:46:58+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/a6dc6e84	PadBot	PAD56x113273	72694b63547bb21859a74fdf1d28917e752c91e8a859a21152ea4c9979ac8a35	25	pad-heartbeat	idx=56 param=113273	1779101219.2430725	56					125
2026-05-18T10:46:58+00:00	pastes		PadBot	PAD56x113273	ffa4e85e9c1089807948033d23dc22d35187a0ba2ae0633a670c8fe682f4a399	38	pad-heartbeat	idx=56 param=113273	1779101219.2430725	56					
2026-05-18T10:46:59+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/7014fcce	PadBot	PAD57x63823	2d126a48ab9cbad7ec860a5f20266874ec9a38c0fe3582bc8c8df2a44979c84d	25	pad-heartbeat	idx=57 param=63823	1779101222.8062148	57					119
2026-05-18T10:46:59+00:00	pastes		PadBot	PAD57x63823	9784d6be0d56947bafc8e750899749aea4364334ee9c34763e6479d792c28841	37	pad-heartbeat	idx=57 param=63823	1779101222.8062148	57					
2026-05-18T10:47:01+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/75234a9e	PadBot	PAD58x354394	85733462fcdbb5011b12b3a20f294574b53f9735112340ef9bc52c7763d11dfa	25	pad-heartbeat	idx=58 param=354394	1779101225.6154296	58					119
2026-05-18T10:47:01+00:00	pastes		PadBot	PAD58x354394	a3044a21fbd32b5a8fdfbff1bc79d997e17ac676791b2d8f839415bc2352d0bb	38	pad-heartbeat	idx=58 param=354394	1779101225.6154296	58					
2026-05-18T10:47:05+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/b1b13616	PadBot	PAD59x61298	5e64af2f45d2e9f56fe9530a83a39395413b792689f616faed9c15eddc7ed6b1	25	pad-heartbeat	idx=59 param=61298	1779101228.3903365	59					112
2026-05-18T10:47:05+00:00	pastes		PadBot	PAD59x61298	ada5e4b5b5d9995439585f21ded43a68da0e525fabff0f76ff011b884a53ced8	37	pad-heartbeat	idx=59 param=61298	1779101228.3903365	59					
2026-05-18T10:47:10+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/9c34aca9	PadBot	PAD61x145546	04bc45b65ea2b3bb101c9c96d70549881421f575e30e1209a08ed5a5c2197bc0	25	pad-heartbeat	idx=61 param=145546	1779101235.6462803	61					117
2026-05-18T10:47:10+00:00	pastes		PadBot	PAD61x145546	7ee2dc94ad76d74d07e27974575df34d11ea8bda0d487bd6ce2ee6132f9d34f2	38	pad-heartbeat	idx=61 param=145546	1779101235.6462803	61					
2026-05-18T10:47:13+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/3c8a55b1	PadBot	PAD62x728138	4bf84666ed0ea1096de4db170c70c8851f350d11268e10268fb3ac1c8a09082a	25	pad-heartbeat	idx=62 param=728138	1779101238.2491481	62					128
2026-05-18T10:47:13+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/8fa053fb	PadBot	PAD60x126663	e31cf0a3babef8b5425529611d10023b6b912902cce2b6cd666358311fedb49c	25	pad-heartbeat	idx=60 param=126663	1779101231.9163039	60					132
2026-05-18T10:47:13+00:00	pastes		PadBot	PAD62x728138	129e29f43e6f3c891fbc60e77252808eab36eb40b0a8e532e254848b4c716784	38	pad-heartbeat	idx=62 param=728138	1779101238.2491481	62					
2026-05-18T10:47:13+00:00	pastes		PadBot	PAD60x126663	20431dfd155c806d547ac58f22cdcfbf9c628cde7fa305fb78ad0dbb555a53b0	38	pad-heartbeat	idx=60 param=126663	1779101231.9163039	60					
2026-05-18T10:47:17+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/aeeb60a7	PadBot	PAD63x513651	a74349469c9497716361a2df0bf7d7f01850c27321a5ac2414999530d2e7c4b8	24	pad-heartbeat	idx=63 param=513651	1779101241.144089	63					133
2026-05-18T10:47:17+00:00	pastes		PadBot	PAD63x513651	36b677aba2f7a2f0159785f1ba324cb8c63ae6f34a2ed53ec8cfe6f17a1e23ab	37	pad-heartbeat	idx=63 param=513651	1779101241.144089	63					
2026-05-18T10:47:20+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/b98beedf	PadBot	PAD64x285028	dbd52c7e382939a00ea06e53b7419b86691b29a8a2f0ac7ca20649cae285a5cb	25	pad-heartbeat	idx=64 param=285028	1779101244.8751216	64					124
2026-05-18T10:47:20+00:00	pastes		PadBot	PAD64x285028	623e47b4cca30aac1b05f4d0bb28c443b51e1f03d62dbb8d80821ee014b6aed1	38	pad-heartbeat	idx=64 param=285028	1779101244.8751216	64					
2026-05-18T10:47:24+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/5ff185da	PadBot	PAD65x866320	01c8c0d770002c5847eaf2ae2c93171e93017a44a581e5911b3c7099b1c5b3fb	25	pad-heartbeat	idx=65 param=866320	1779101248.3875365	65					133
2026-05-18T10:47:24+00:00	pastes		PadBot	PAD65x866320	1b6eb6d3d980fc2ca5e0440a731a0b81ccdbf5cd24c4c981458196b93bd57360	38	pad-heartbeat	idx=65 param=866320	1779101248.3875365	65					
2026-05-18T10:47:27+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/70817852	PadBot	PAD66x515334	ad5bc9da21a7328baf0aa7763087d830712dcddb58222505b3ae3340267a5814	25	pad-heartbeat	idx=66 param=515334	1779101251.9466126	66					122
2026-05-18T10:47:27+00:00	pastes		PadBot	PAD66x515334	f5dcffa3e097b5a182b8465aae2b196173a039ddf777f1b79a7f2da68065d521	38	pad-heartbeat	idx=66 param=515334	1779101251.9466126	66					
2026-05-18T10:47:30+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/01c46e18	PadBot	PAD67x706293	71b6ddd686b718dfd9d6d8246bd50c9dee8eb1967e5d418e556baeb5ba627ac7	24	pad-heartbeat	idx=67 param=706293	1779101255.587651	67					126
2026-05-18T10:47:30+00:00	pastes		PadBot	PAD67x706293	9e9e9312bfb35db1612bf95839d247c27cbae24f624d5c135ef15f2366bb0e20	37	pad-heartbeat	idx=67 param=706293	1779101255.587651	67					
2026-05-18T10:47:33+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/66d9de2f	PadBot	PAD68x264345	b6b246d8691730d842872b495a1542f232c352928b44ea01c3ae1adcc11bd2c3	25	pad-heartbeat	idx=68 param=264345	1779101259.1605115	68					138
2026-05-18T10:47:33+00:00	pastes		PadBot	PAD68x264345	9b5b5278a667d74c92c2bef514bb497e321d6beb96c683ad6136fc3e12cfe9e1	38	pad-heartbeat	idx=68 param=264345	1779101259.1605115	68					
2026-05-18T10:47:34+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/7eca12ef	PadBot	PAD69x227227	eab23e3cca48a6eefb4b8583c5759a91fe81a446ab0b1a45404ea4bd578c246b	25	pad-heartbeat	idx=69 param=227227	1779101262.8462334	69					136
2026-05-18T10:47:34+00:00	pastes		PadBot	PAD69x227227	43094d87eb53627d63dff49d2b7c883a5effd8fe14e3661041f281c194e93dba	38	pad-heartbeat	idx=69 param=227227	1779101262.8462334	69					
2026-09-05T01:48:37+00:00	pastebin-k4be	https://pastebin.k4be.pl/view/b4a18fde	Ungracious Dormouse	Re: EPL 1995-00 home-away relegation data	4f81fbd7dc7bf11ea2ad0664b3a15e063ea6abff85a4f570f920523cb19695b7	755	epl-relegation-answer	kind=reply			57492617	EPL 1995-00 home-away relegation data	swarm	high	64
