date	wiki	count
2026-06-27	culios	80
2026-06-27	dse	37709
2026-06-27	fractal	35265
2026-06-27	lions	29
2026-06-27	nausner	59
2026-06-27	probier	421
2026-06-27	support	527
2026-06-27	wiki4d	6586
2026-06-28	buecher	5809
2026-06-28	culios	124
2026-06-28	dse	34946
2026-06-28	fractal	31876
2026-06-28	lions	29
2026-06-28	nausner	36
2026-06-28	probier	656
2026-06-28	support	512
2026-06-28	wiki4d	6502
2026-06-29	buecher	5405
2026-06-29	culios	82
2026-06-29	dse	29210
2026-06-29	fractal	39205
2026-06-29	lions	49
2026-06-29	nausner	78
2026-06-29	probier	285
2026-06-29	support	505
2026-06-29	wiki4d	10783
2026-06-30	buecher	6136
2026-06-30	culios	103
2026-06-30	dse	61709
2026-06-30	fractal	35107
2026-06-30	lions	81
2026-06-30	nausner	169
2026-06-30	probier	719
2026-06-30	support	704
2026-06-30	wiki4d	10789
2026-07-01	buecher	6041
2026-07-01	culios	80
2026-07-01	dse	51283
2026-07-01	fractal	26975
2026-07-01	lions	45
2026-07-01	nausner	79
2026-07-01	probier	1009
2026-07-01	support	478
2026-07-01	wiki4d	10345
2026-07-02	buecher	8153
2026-07-02	culios	87
2026-07-02	dse	60435
2026-07-02	fractal	19730
2026-07-02	lions	25
2026-07-02	nausner	48
2026-07-02	probier	458
2026-07-02	support	512
2026-07-02	wiki4d	9818
2026-07-03	buecher	23883
2026-07-03	culios	224
2026-07-03	dse	125368
2026-07-03	fractal	37675
2026-07-03	lions	217
2026-07-03	nausner	151
2026-07-03	probier	243
2026-07-03	support	2651
2026-07-03	wiki4d	11979
2026-07-04	buecher	8674
2026-07-04	culios	169
2026-07-04	dse	52032
2026-07-04	fractal	34868
2026-07-04	lions	44
2026-07-04	nausner	188
2026-07-04	probier	338
2026-07-04	support	979
2026-07-04	wiki4d	11784
2026-07-05	buecher	8521
2026-07-05	culios	92
2026-07-05	dse	38661
2026-07-05	fractal	15951
2026-07-05	lions	35
2026-07-05	nausner	105
2026-07-05	probier	230
2026-07-05	support	650
2026-07-05	wiki4d	9028
2026-07-06	buecher	8107
2026-07-06	culios	92
2026-07-06	dse	33003
2026-07-06	fractal	16055
2026-07-06	lions	15
2026-07-06	nausner	64
2026-07-06	probier	197
2026-07-06	support	476
2026-07-06	wiki4d	10988
2026-07-07	buecher	7196
2026-07-07	culios	63
2026-07-07	dse	32592
2026-07-07	fractal	14433
2026-07-07	lions	33
2026-07-07	nausner	69
2026-07-07	probier	164
2026-07-07	support	497
2026-07-07	wiki4d	9880
2026-07-08	buecher	7870
2026-07-08	culios	101
2026-07-08	dse	33015
2026-07-08	fractal	16301
2026-07-08	lions	23
2026-07-08	nausner	83
2026-07-08	probier	675
2026-07-08	support	598
2026-07-08	wiki4d	8959
2026-07-09	buecher	6673
2026-07-09	culios	49
2026-07-09	dse	38221
2026-07-09	fractal	16962
2026-07-09	lions	27
2026-07-09	nausner	141
2026-07-09	probier	114
2026-07-09	support	475
2026-07-09	wiki4d	6381
2026-07-10	buecher	7469
2026-07-10	culios	94
2026-07-10	dse	36308
2026-07-10	fractal	20655
2026-07-10	lions	212
2026-07-10	nausner	41
2026-07-10	probier	315
2026-07-10	support	616
2026-07-10	wiki4d	8022
2026-07-11	buecher	9704
2026-07-11	culios	129
2026-07-11	dse	30974
2026-07-11	fractal	18658
2026-07-11	lions	20
2026-07-11	nausner	106
2026-07-11	probier	416
2026-07-11	support	596
2026-07-11	wiki4d	9661
2026-07-12	buecher	6430
2026-07-12	culios	50
2026-07-12	dse	38107
2026-07-12	fractal	18499
2026-07-12	lions	40
2026-07-12	nausner	73
2026-07-12	probier	474
2026-07-12	support	556
2026-07-12	wiki4d	9789
2026-07-13	buecher	7361
2026-07-13	culios	71
2026-07-13	dse	36860
2026-07-13	fractal	16340
2026-07-13	lions	26
2026-07-13	nausner	71
2026-07-13	probier	256
2026-07-13	support	472
2026-07-13	wiki4d	11111
2026-07-14	buecher	6625
2026-07-14	culios	66
2026-07-14	dse	59893
2026-07-14	fractal	41147
2026-07-14	lions	29
2026-07-14	nausner	49
2026-07-14	probier	161
2026-07-14	support	1838
2026-07-14	wiki4d	8235
2026-07-15	buecher	6724
2026-07-15	culios	68
2026-07-15	dse	52977
2026-07-15	fractal	15321
2026-07-15	lions	17
2026-07-15	nausner	59
2026-07-15	probier	387
2026-07-15	support	517
2026-07-15	wiki4d	4981
2026-07-16	buecher	6695
2026-07-16	culios	61
2026-07-16	dse	46525
2026-07-16	fractal	13808
2026-07-16	lions	18
2026-07-16	nausner	27
2026-07-16	probier	164
2026-07-16	support	389
2026-07-16	wiki4d	4488
2026-07-17	buecher	6155
2026-07-17	culios	64
2026-07-17	dse	31680
2026-07-17	fractal	24102
2026-07-17	lions	24
2026-07-17	nausner	53
2026-07-17	probier	101
2026-07-17	support	643
2026-07-17	wiki4d	21557
2026-07-18	buecher	7486
2026-07-18	culios	96
2026-07-18	dse	28150
2026-07-18	fractal	22310
2026-07-18	lions	36
2026-07-18	nausner	123
2026-07-18	probier	118
2026-07-18	support	988
2026-07-18	wiki4d	8748
2026-07-19	buecher	7671
2026-07-19	culios	108
2026-07-19	dse	26202
2026-07-19	fractal	19152
2026-07-19	lions	82
2026-07-19	nausner	151
2026-07-19	probier	109
2026-07-19	support	1324
2026-07-19	wiki4d	6030
2026-07-20	buecher	7033
2026-07-20	culios	84
2026-07-20	dse	37682
2026-07-20	fractal	21146
2026-07-20	lions	53
2026-07-20	nausner	139
2026-07-20	probier	101
2026-07-20	support	1257
2026-07-20	wiki4d	7829
2026-07-21	buecher	9065
2026-07-21	culios	405
2026-07-21	dse	36676
2026-07-21	fractal	24551
2026-07-21	lions	74
2026-07-21	nausner	198
2026-07-21	probier	134
2026-07-21	support	1566
2026-07-21	wiki4d	18116
2026-07-22	buecher	7050
2026-07-22	culios	75
2026-07-22	dse	27226
2026-07-22	fractal	24452
2026-07-22	lions	44
2026-07-22	nausner	104
2026-07-22	probier	386
2026-07-22	support	1357
2026-07-22	wiki4d	20072
2026-07-23	buecher	6865
2026-07-23	culios	79
2026-07-23	dse	38073
2026-07-23	fractal	20306
2026-07-23	lions	48
2026-07-23	nausner	88
2026-07-23	probier	144
2026-07-23	support	650
2026-07-23	wiki4d	16292
2026-07-24	buecher	9059
2026-07-24	culios	251
2026-07-24	dse	36402
2026-07-24	fractal	20784
2026-07-24	lions	55
2026-07-24	nausner	43
2026-07-24	probier	146
2026-07-24	support	1003
2026-07-24	wiki4d	17081
2026-07-25	buecher	7764
2026-07-25	culios	575
2026-07-25	dse	38329
2026-07-25	fractal	16586
2026-07-25	lions	57
2026-07-25	nausner	57
2026-07-25	probier	231
2026-07-25	support	3472
2026-07-25	wiki4d	5206
2026-07-26	buecher	7160
2026-07-26	culios	98
2026-07-26	dse	19148
2026-07-26	fractal	17170
2026-07-26	lions	83
2026-07-26	nausner	61
2026-07-26	probier	781
2026-07-26	support	563
2026-07-26	wiki4d	4999
2026-07-27	buecher	6601
2026-07-27	culios	118
2026-07-27	dse	30262
2026-07-27	fractal	16565
2026-07-27	lions	50
2026-07-27	nausner	109
2026-07-27	probier	781
2026-07-27	support	1004
2026-07-27	wiki4d	5345
2026-07-28	buecher	6428
2026-07-28	culios	210
2026-07-28	dse	27147
2026-07-28	fractal	16281
2026-07-28	lions	62
2026-07-28	nausner	106
2026-07-28	probier	317
2026-07-28	support	666
2026-07-28	wiki4d	5527
2026-07-29	buecher	6506
2026-07-29	culios	88
2026-07-29	dse	36806
2026-07-29	fractal	25090
2026-07-29	lions	63
2026-07-29	nausner	94
2026-07-29	probier	310
2026-07-29	support	1021
2026-07-29	wiki4d	6167
2026-07-30	buecher	4658
2026-07-30	culios	44
2026-07-30	dse	33865
2026-07-30	fractal	19316
2026-07-30	lions	71
2026-07-30	nausner	52
2026-07-30	probier	319
2026-07-30	support	613
2026-07-30	wiki4d	8145
2026-07-31	buecher	5453
2026-07-31	culios	58
2026-07-31	dse	38398
2026-07-31	fractal	13089
2026-07-31	lions	47
2026-07-31	nausner	37
2026-07-31	probier	1025
2026-07-31	support	731
2026-07-31	wiki4d	4363
2026-08-01	buecher	5222
2026-08-01	culios	54
2026-08-01	dse	51351
2026-08-01	fractal	14147
2026-08-01	lions	34
2026-08-01	nausner	64
2026-08-01	probier	231
2026-08-01	support	749
2026-08-01	wiki4d	6349
2026-08-02	buecher	5099
2026-08-02	culios	101
2026-08-02	dse	37882
2026-08-02	fractal	36802
2026-08-02	lions	46
2026-08-02	nausner	277
2026-08-02	probier	1110
2026-08-02	support	606
2026-08-02	wiki4d	4466
2026-08-03	buecher	12685
2026-08-03	culios	83
2026-08-03	dse	41501
2026-08-03	fractal	25122
2026-08-03	lions	39
2026-08-03	nausner	85
2026-08-03	probier	269
2026-08-03	support	1573
2026-08-03	wiki4d	6062
2026-08-04	buecher	6388
2026-08-04	culios	96
2026-08-04	dse	44370
2026-08-04	fractal	23299
2026-08-04	lions	36
2026-08-04	nausner	65
2026-08-04	probier	244
2026-08-04	support	786
2026-08-04	wiki4d	4538
2026-08-05	buecher	5925
2026-08-05	culios	92
2026-08-05	dse	33849
2026-08-05	fractal	27152
2026-08-05	lions	65
2026-08-05	nausner	534
2026-08-05	probier	298
2026-08-05	support	1843
2026-08-05	wiki4d	4623
2026-08-06	buecher	5556
2026-08-06	culios	63
2026-08-06	dse	91794
2026-08-06	fractal	26526
2026-08-06	lions	88
2026-08-06	nausner	108
2026-08-06	probier	3025
2026-08-06	support	1002
2026-08-06	wiki4d	5785
2026-08-07	buecher	5333
2026-08-07	culios	45
2026-08-07	dse	80559
2026-08-07	fractal	15952
2026-08-07	lions	67
2026-08-07	nausner	75
2026-08-07	probier	348
2026-08-07	support	804
2026-08-07	wiki4d	7298
2026-08-08	buecher	10086
2026-08-08	culios	68
2026-08-08	dse	62433
2026-08-08	fractal	21219
2026-08-08	lions	142
2026-08-08	nausner	506
2026-08-08	probier	882
2026-08-08	support	2453
2026-08-08	wiki4d	7736
2026-08-09	buecher	29363
2026-08-09	culios	72
2026-08-09	dse	50159
2026-08-09	fractal	39392
2026-08-09	lions	42
2026-08-09	nausner	83
2026-08-09	probier	328
2026-08-09	support	1781
2026-08-09	wiki4d	9780
2026-08-10	buecher	27636
2026-08-10	culios	45
2026-08-10	dse	26438
2026-08-10	fractal	31282
2026-08-10	lions	66
2026-08-10	nausner	60
2026-08-10	probier	320
2026-08-10	support	802
2026-08-10	wiki4d	8666
2026-08-11	buecher	31979
2026-08-11	culios	44
2026-08-11	dse	18564
2026-08-11	fractal	36509
2026-08-11	lions	98
2026-08-11	nausner	72
2026-08-11	probier	318
2026-08-11	support	692
2026-08-11	wiki4d	6888
2026-08-12	buecher	28626
2026-08-12	culios	974
2026-08-12	dse	19562
2026-08-12	fractal	70645
2026-08-12	lions	38
2026-08-12	nausner	77
2026-08-12	probier	314
2026-08-12	support	1067
2026-08-12	wiki4d	5452
2026-08-13	buecher	22827
2026-08-13	culios	44
2026-08-13	dse	19134
2026-08-13	fractal	57996
2026-08-13	lions	48
2026-08-13	nausner	24
2026-08-13	probier	395
2026-08-13	support	601
2026-08-13	wiki4d	6409
2026-08-14	buecher	14691
2026-08-14	culios	437
2026-08-14	dse	25388
2026-08-14	fractal	39581
2026-08-14	lions	103
2026-08-14	nausner	60
2026-08-14	probier	478
2026-08-14	support	850
2026-08-14	wiki4d	4824
2026-08-15	buecher	14796
2026-08-15	culios	110
2026-08-15	dse	110325
2026-08-15	fractal	23711
2026-08-15	lions	76
2026-08-15	nausner	50
2026-08-15	probier	502
2026-08-15	support	765
2026-08-15	wiki4d	4018
2026-08-16	buecher	24492
2026-08-16	culios	69
2026-08-16	dse	41135
2026-08-16	fractal	16941
2026-08-16	lions	64
2026-08-16	nausner	18
2026-08-16	probier	485
2026-08-16	support	1620
2026-08-16	wiki4d	5215
2026-08-17	buecher	11915
2026-08-17	culios	34
2026-08-17	dse	50512
2026-08-17	fractal	20997
2026-08-17	lions	107
2026-08-17	nausner	37
2026-08-17	probier	903
2026-08-17	support	2302
2026-08-17	wiki4d	11854
2026-08-18	buecher	18415
2026-08-18	culios	64
2026-08-18	dse	21942
2026-08-18	fractal	35179
2026-08-18	lions	123
2026-08-18	nausner	31
2026-08-18	probier	285
2026-08-18	support	667
2026-08-18	wiki4d	5339
2026-08-19	buecher	12399
2026-08-19	culios	98
2026-08-19	dse	29201
2026-08-19	fractal	21460
2026-08-19	lions	119
2026-08-19	nausner	321
2026-08-19	probier	1013
2026-08-19	support	2243
2026-08-19	wiki4d	9097
2026-08-20	buecher	30694
2026-08-20	culios	59
2026-08-20	dse	22404
2026-08-20	fractal	25404
2026-08-20	lions	132
2026-08-20	nausner	522
2026-08-20	probier	812
2026-08-20	support	536
2026-08-20	wiki4d	16796
2026-08-21	buecher	39717
2026-08-21	culios	51
2026-08-21	dse	58247
2026-08-21	fractal	15064
2026-08-21	lions	191
2026-08-21	nausner	32
2026-08-21	probier	652
2026-08-21	support	984
2026-08-21	wiki4d	10988
2026-08-22	buecher	17092
2026-08-22	culios	72
2026-08-22	dse	19130
2026-08-22	fractal	22159
2026-08-22	lions	194
2026-08-22	nausner	31
2026-08-22	probier	322
2026-08-22	support	930
2026-08-22	wiki4d	5850
2026-08-23	buecher	14114
2026-08-23	culios	930
2026-08-23	dse	23905
2026-08-23	fractal	11967
2026-08-23	lions	174
2026-08-23	nausner	48
2026-08-23	probier	332
2026-08-23	support	1120
2026-08-23	wiki4d	6058
2026-08-24	buecher	12908
2026-08-24	culios	507
2026-08-24	dse	19595
2026-08-24	fractal	19624
2026-08-24	lions	214
2026-08-24	nausner	67
2026-08-24	probier	319
2026-08-24	support	819
2026-08-24	wiki4d	6974
2026-08-25	buecher	9237
2026-08-25	culios	130
2026-08-25	dse	23658
2026-08-25	fractal	19136
2026-08-25	lions	252
2026-08-25	nausner	106
2026-08-25	probier	438
2026-08-25	support	1244
2026-08-25	wiki4d	5739
2026-08-26	buecher	11588
2026-08-26	culios	220
2026-08-26	dse	23124
2026-08-26	fractal	22454
2026-08-26	lions	1522
2026-08-26	nausner	2148
2026-08-26	probier	6908
2026-08-26	support	12026
2026-08-26	wiki4d	6901
2026-08-27	buecher	9643
2026-08-27	culios	914
2026-08-27	dse	35261
2026-08-27	fractal	80249
2026-08-27	lions	816
2026-08-27	nausner	730
2026-08-27	probier	2538
2026-08-27	support	5018
2026-08-27	wiki4d	7347
2026-08-28	buecher	17163
2026-08-28	culios	148
2026-08-28	dse	52808
2026-08-28	fractal	103022
2026-08-28	lions	25
2026-08-28	nausner	614
2026-08-28	probier	873
2026-08-28	support	9249
2026-08-28	wiki4d	7249
2026-08-29	buecher	4432
2026-08-29	culios	340
2026-08-29	dse	9355
2026-08-29	fractal	29713
2026-08-29	lions	49
2026-08-29	nausner	50
2026-08-29	probier	424
2026-08-29	support	935
2026-08-29	wiki4d	7519
2026-08-30	buecher	4442
2026-08-30	culios	323
2026-08-30	dse	10394
2026-08-30	fractal	14863
2026-08-30	lions	69
2026-08-30	nausner	64
2026-08-30	probier	426
2026-08-30	support	1225
2026-08-30	wiki4d	8279
2026-08-31	buecher	5775
2026-08-31	culios	70
2026-08-31	dse	16321
2026-08-31	fractal	19919
2026-08-31	lions	50
2026-08-31	nausner	375
2026-08-31	probier	416
2026-08-31	support	2260
2026-08-31	wiki4d	7003
2026-09-01	buecher	12376
2026-09-01	culios	133
2026-09-01	dse	20092
2026-09-01	fractal	17891
2026-09-01	lions	37
2026-09-01	nausner	90
2026-09-01	probier	414
2026-09-01	support	769
2026-09-01	wiki4d	6037
2026-09-02	buecher	5985
2026-09-02	culios	91
2026-09-02	dse	15497
2026-09-02	fractal	22761
2026-09-02	lions	54
2026-09-02	nausner	114
2026-09-02	probier	345
2026-09-02	support	507
2026-09-02	wiki4d	5248
2026-09-03	buecher	16899
2026-09-03	culios	709
2026-09-03	dse	72405
2026-09-03	fractal	19040
2026-09-03	lions	382
2026-09-03	nausner	1082
2026-09-03	probier	4386
2026-09-03	support	3704
2026-09-03	wiki4d	5686
2026-09-04	buecher	5241
2026-09-04	culios	423
2026-09-04	dse	168450
2026-09-04	fractal	123580
2026-09-04	lions	105
2026-09-04	nausner	161
2026-09-04	probier	38023
2026-09-04	support	1510
2026-09-04	wiki4d	39101
2026-09-05	buecher	5719
2026-09-05	culios	2093
2026-09-05	dse	135612
2026-09-05	fractal	97690
2026-09-05	lions	37
2026-09-05	nausner	132
2026-09-05	probier	20069
2026-09-05	support	1149
2026-09-05	wiki4d	23527
2026-09-06	buecher	5828
2026-09-06	culios	455
2026-09-06	dse	46285
2026-09-06	fractal	43137
2026-09-06	lions	140
2026-09-06	nausner	315
2026-09-06	probier	6779
2026-09-06	support	3709
2026-09-06	wiki4d	10416
2026-09-07	buecher	4714
2026-09-07	culios	210
2026-09-07	dse	68190
2026-09-07	fractal	23416
2026-09-07	lions	65
2026-09-07	nausner	149
2026-09-07	probier	28205
2026-09-07	support	911
2026-09-07	wiki4d	8146
2026-09-08	buecher	5367
2026-09-08	culios	985
2026-09-08	dse	45057
2026-09-08	fractal	24809
2026-09-08	lions	633
2026-09-08	nausner	946
2026-09-08	probier	11974
2026-09-08	support	1485
2026-09-08	wiki4d	11981
2026-09-09	buecher	4886
2026-09-09	culios	767
2026-09-09	dse	43390
2026-09-09	fractal	25551
2026-09-09	lions	23
2026-09-09	nausner	74
2026-09-09	probier	10693
2026-09-09	support	680
2026-09-09	wiki4d	14180
2026-09-10	buecher	5787
2026-09-10	culios	188
2026-09-10	dse	52031
2026-09-10	fractal	30564
2026-09-10	lions	41
2026-09-10	nausner	40
2026-09-10	probier	12231
2026-09-10	support	496
2026-09-10	wiki4d	14050
2026-09-11	buecher	6382
2026-09-11	culios	260
2026-09-11	dse	45413
2026-09-11	fractal	58240
2026-09-11	lions	25
2026-09-11	nausner	137
2026-09-11	probier	3969
2026-09-11	support	503
2026-09-11	wiki4d	16918
2026-09-12	buecher	6688
2026-09-12	culios	398
2026-09-12	dse	57679
2026-09-12	fractal	34194
2026-09-12	lions	24
2026-09-12	nausner	409
2026-09-12	probier	7009
2026-09-12	support	1096
2026-09-12	wiki4d	10454
2026-09-13	buecher	6542
2026-09-13	culios	778
2026-09-13	dse	108328
2026-09-13	fractal	30669
2026-09-13	lions	15
2026-09-13	nausner	518
2026-09-13	probier	5865
2026-09-13	support	1835
2026-09-13	wiki4d	21821
2026-09-14	buecher	5988
2026-09-14	culios	1554
2026-09-14	dse	99506
2026-09-14	fractal	42411
2026-09-14	lions	37
2026-09-14	nausner	173
2026-09-14	probier	5049
2026-09-14	support	994
2026-09-14	wiki4d	14326
2026-09-15	buecher	12280
2026-09-15	culios	451
2026-09-15	dse	70664
2026-09-15	fractal	21573
2026-09-15	lions	111
2026-09-15	nausner	121
2026-09-15	probier	1411
2026-09-15	support	1040
2026-09-15	wiki4d	12910
2026-09-16	buecher	13523
2026-09-16	culios	298
2026-09-16	dse	56001
2026-09-16	fractal	30305
2026-09-16	lions	307
2026-09-16	nausner	90
2026-09-16	probier	3045
2026-09-16	support	3483
2026-09-16	wiki4d	11296
2026-09-17	buecher	9894
2026-09-17	culios	351
2026-09-17	dse	76470
2026-09-17	fractal	22148
2026-09-17	lions	253
2026-09-17	nausner	158
2026-09-17	probier	2230
2026-09-17	support	1390
2026-09-17	wiki4d	10790
2026-09-18	buecher	12411
2026-09-18	culios	419
2026-09-18	dse	54362
2026-09-18	fractal	20244
2026-09-18	lions	47
2026-09-18	nausner	231
2026-09-18	probier	1165
2026-09-18	support	1251
2026-09-18	wiki4d	17141
2026-09-19	buecher	228
2026-09-19	culios	10
2026-09-19	dse	388
2026-09-19	fractal	263
2026-09-19	lions	2
2026-09-19	nausner	7
2026-09-19	probier	8
2026-09-19	support	24
2026-09-19	wiki4d	307
