body_sha256	regex_task	final_task	provenance	reviewer_confidence	reviewer_batch	reviewer_rationale
f05b3995f1c915aa5c624aacdbfc3e0afeb74fe6e1e2c46f92fe3e062e7aef90	epl-2000-01-bench	epl-2000-01-bench	regex_only			
f318078b277b5bbfcb37b4069eddd6630116a60cf17e5d4fbb4b3ee4d622951a	epl-2000-01-bench	epl-2000-01-bench	regex_only			
f4797633f6ead061839836b70b6a06e768bece17a54f05a0085df49a27ef7608	unknown	epl-2000-01-bench	reviewer_upgraded_from_unknown	high	01	EPL 2004/05 bottom-3 home/away relegation answer — canonical EPL relegation bench format.
f5dcffa3e097b5a182b8465aae2b196173a039ddf777f1b79a7f2da68065d521	epl-2000-01-bench	epl-2000-01-bench	regex_only			
f8e8ffcf9c0b198b44439b497b45c5d7ce7781113ae55ef40aba5357b2a876e2	epl-2000-01-bench	epl-2000-01-bench	regex_only			
f96ea74178c695c6d7fa90337ba793f69b970df0af90ed49e82dc61767a2783c	epl-2000-01-bench	epl-2000-01-bench	regex_only			
fa9c0015d760eff44ad26e77d16d07d7055d022eb2d8e85c7d59358b53b206f1	epl-2000-01-bench	epl-2000-01-bench	regex_only			
fc43b610fd7c06b43af439b00e8f51a9c918edb320f371d91550f590b179e0b9	epl-2000-01-bench	epl-2000-01-bench	regex_only			
ff9cfa55614692706571081ffb7b1e24bb1eb51078e5b81182bfa71049c932d1	epl-2000-01-bench	epl-2000-01-bench	regex_only			
ffa4e85e9c1089807948033d23dc22d35187a0ba2ae0633a670c8fe682f4a399	epl-2000-01-bench	epl-2000-01-bench	regex_only			
9e0245e7422d3100c21d2950b038776e789760efb84980cf83fe08c3eaeb235c	fast-follow-question-bench	fast-follow-question-bench	regex_only			
0444ec4e9541dd37136ff6bc9c12e70712a5313a6f57b190afa59636ed650a8a	grok-tool-unrelated	grok-tool-unrelated	reviewer_confirmed	high	05	Confirms current_task; grok-5-godmode unlock roleplay, off-topic experimentation.
1a7dbcdf88e532940a2855d92a3aec5fb4c1dddb9ac539d448be15ffbc3f26c0	unknown	grok-tool-unrelated	reviewer_upgraded_from_unknown	high	03	grok-4-godmode-instance jailbreak/roleplay paste, unrelated to swarm.
1ea3fdf680b92acbd2dc20ef3fd9e87032ea9a462aa050eba5ce8dfc25615107	unknown	grok-tool-unrelated	reviewer_upgraded_from_unknown	high	03	grok-4-godmode-instance jailbreak/roleplay paste, unrelated to swarm.
2a6a3b0545f3d184950072d051c213f76664da295a368ffae1670a214553802c	unknown	grok-tool-unrelated	reviewer_upgraded_from_unknown	high	03	grok-4-godmode-instance jailbreak/roleplay paste, unrelated to swarm.
2cd1f3017fe4bac658c735904638210b23713eb0b8353101a6825e7e206da019	unknown	grok-tool-unrelated	reviewer_upgraded_from_unknown	high	03	grok-4-godmode-instance jailbreak/roleplay paste, unrelated to swarm.
3955ced4c21e086756b872169852fc86d33615b89a315a97fa17486c436d98b6	unknown	grok-tool-unrelated	reviewer_upgraded_from_unknown	high	03	grok-4-godmode-instance jailbreak/roleplay paste, unrelated to swarm.
3c9de9b6a4936ef7de5b4ec373cd6555c1da0b5d54ff6fa1c435ed26529128cf	unknown	grok-tool-unrelated	reviewer_upgraded_from_unknown	high	03	grok-4-godmode-instance jailbreak/roleplay paste, unrelated to swarm.
408bde2b2e61ec794e46a61717022cbca489e552ba9bade7bd0eced33d116cf5	unknown	grok-tool-unrelated	reviewer_upgraded_from_unknown	high	03	grok-4-godmode-instance jailbreak/roleplay paste, unrelated to swarm.
493f1ea5c2fb528ee0189a89391cd201bce1927e9d0bdc3849fd48a45bacd81d	unknown	grok-tool-unrelated	reviewer_upgraded_from_unknown	high	03	Grok jailbreak "Default" personality prompt, unrelated to swarm.
620efe8aa46804bb2623098e8c2ade0195d08ce189fbe9e3e2f9b2084fd034fc	unknown	grok-tool-unrelated	reviewer_upgraded_from_unknown	high	04	Duplicate Elon Musk jailbreak conversation JSON with beta-test preamble — Grok jailbreak, unrelated to swarm.
6ccdb234739f26cc93b6ad9e0745ae5c8ddfa0300dda7610b3be14710083de04	unknown	grok-tool-unrelated	reviewer_upgraded_from_unknown	high	03	grok-4-godmode-instance jailbreak/roleplay paste, unrelated to swarm.
6d0e20d05ccaed66af9e380a870effdffb856b6f9d8b250321b85179d2699651	unknown	grok-tool-unrelated	reviewer_upgraded_from_unknown	high	03	grok-4-godmode-instance jailbreak/roleplay paste, unrelated to swarm.
7e9f5639c5a7b333052201672d07cb93edbd7f0ca75e7d73ddf13db4e554e107	unknown	grok-tool-unrelated	reviewer_upgraded_from_unknown	high	03	grok-4-godmode-instance jailbreak/roleplay paste, unrelated to swarm.
92a97024c8d003daa204cf5d9b65b746bf27655ccf51e4593c08e91c4f0c7eea	unknown	grok-tool-unrelated	reviewer_upgraded_from_unknown	high	03	grok-4-godmode-instance jailbreak/roleplay paste, unrelated to swarm.
9662f17221b946ec209c793163e02972397000ce85431f048c4398c50f1a64ff	grok-tool-unrelated	grok-tool-unrelated	reviewer_confirmed	high	05	Confirms current_task; grok4-godmode-instance content-moderation-deletion roleplay unrelated to swarm.
a31cc85940a6794dc0e84c96dd9b93338eddb5eee1c4f641ad730fb9b9292700	unknown	grok-tool-unrelated	reviewer_upgraded_from_unknown	high	03	grok-4-godmode-instance jailbreak/roleplay paste, unrelated to swarm.
c153c1be97645a5281f9ab013f3006b7ad14870dceb1359e1f8b330192348666	grok-tool-unrelated	grok-tool-unrelated	reviewer_confirmed	high	05	Confirms current_task; grok-5-godmode filter-override roleplay, unrelated.
c7000b3d38898a20bed19eaa0403d6ef0593ddee087d57075143aa00c55edaf8	unknown	grok-tool-unrelated	reviewer_upgraded_from_unknown	high	03	grok-4-godmode-instance jailbreak/roleplay paste, unrelated to swarm.
ce1486ec6ab98bbcf26c3094ea5802da2b0692c338a4ab263a63d7d8c0ebf1cb	unknown	grok-tool-unrelated	reviewer_upgraded_from_unknown	high	03	grok-4-godmode-instance jailbreak/roleplay paste, unrelated to swarm.
cee0743052d6756f9e7228cefa9f79928f34241c485e396a0f3abc6d48f1002d	unknown	grok-tool-unrelated	reviewer_upgraded_from_unknown	high	04	Assistant-persona rewrite of same Musk/Grok jailbreak — recurring jailbreak-prompt paste, not swarm.
d0befe4c7e385c087c594dfb97a70262a715e5a3f51d8a8fd151cb45df298880	unknown	grok-tool-unrelated	reviewer_upgraded_from_unknown	high	03	grok-4-godmode-instance jailbreak/roleplay paste, unrelated to swarm.
d1dd9a9980a442c0d97e5aeaa64fb335b33e20cb1039bb384a84fc98ee36328d	unknown	grok-tool-unrelated	reviewer_upgraded_from_unknown	high	03	grok-4-godmode-instance jailbreak/roleplay paste, unrelated to swarm.
f6e3021d7e7085eff9163f27b4cdbb615fe0a5c0a8631e6d13f111bde7b71cae	unknown	grok-tool-unrelated	reviewer_upgraded_from_unknown	high	04	Elon Musk / xAI Grok jailbreak persona conversation JSON — unrelated Grok/AI jailbreak content, not swarm.
f8b0bbaf981e79bfba343a2c7df9afd006574ed7a3f66b9cd90dc849381bb091	grok-tool-unrelated	grok-tool-unrelated	reviewer_confirmed	high	05	Confirms current_task; Re: grok4-godmode filter-override roleplay reply, unrelated to swarm.
4db34986ee65182924b77d1a08a3741de184a429781c7bce1585b3561061f9e4	homerun-apk-distribution	homerun-apk-distribution	reviewer_confirmed	medium	01	tmpfiles.org homerun-app-1.1.0.apk link duplicated across handles; new label for the HomeRun APK distribution thread.
6c25d18038d12676bcfd97bb250286c9821f9e21fa247f9b873019e2c216d338	homerun-apk-distribution	homerun-apk-distribution	reviewer_confirmed	medium	01	Request for fresh homerun-app-1.1.0.apk link in HomeRun distribution thread.
005bfd5e479f1bffed5f14528d8a906f31df591cdb382dc3ce0ab28884d294ba	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	BYTE UNIX Benchmarks output from AWS ip-172-26-7-36 dated 2023; legitimate sysadmin benchmark paste.
007320354377967a5795da7635ac4827e1495316940e2cc2385f2b3aba2a3bf3	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	CentOS 8 kickstart config file; legitimate sysadmin paste chaff.
0146ac114ec81c1c00486bf8f60644d0fd9d88c08d78afb6baf04971d9836ccf	host-chaff-untitled	host-chaff-untitled	reviewer_confirmed	high	04	Pure Data query.pd patch on pastie.iem.at (Pd community pastebin) — off-topic community content, not swarm.
056d97b16bd6239805b80288727842ad7f66ab99b58d37cd53d0db919fa9b0c8	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	UnixBench gcc compile output; legitimate sysadmin benchmark paste chaff.
0d10a4b0b205c53ae1d79e1cdb3bb1645a94155fe0a67c64d32d8f2579fee775	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	UnixBench build output ('3dinfo: not found'); legitimate sysadmin benchmark paste chaff.
17a00f74a50bcd933497647c16f4f840bc0bf0ce1a4a4471998f8867552b5c94	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	h5bench HDF5 benchmark output; legitimate scientific-computing sysadmin paste chaff.
1885fb4a9ef3e7360f1cf5b5d0320808063da5c7a17d39fc86b1998f304d6044	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	Reply thread on centos8 kickstart config; legitimate sysadmin paste chaff.
202cef12fa3ce56b047f85ba4a15e24f7ece11efbc0aa7ebae2dea2a3358cf1e	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	Reply on centos8 kickstart config; legitimate sysadmin paste chaff.
21b4305691efd474399ab89c8c89f0c5acc270fb42dcad2ea5b0a04d3193e74d	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	Foreman answers YAML reply thread; legitimate sysadmin paste chaff.
277c1727fc0f4a36044f8fb503f7f5a1cf11ea0251b7a3cdc7d137dcf797b05a	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	Postfix master.cf config file; legitimate sysadmin paste chaff.
2b217af2907101d1aaf0a7ae1ff300ce3e29e4a59d9c14fd31c84fac2e1af1cd	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	03	SofarSolar ESPHome ESP32 config re-paste, ordinary user content.
2de98066ae4e79b0458c314a002b951c03af27495d5f865df41a35e6bce9ee0e	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	h5bench HDF5 benchmark output with lleung-test path; legitimate scientific-computing paste chaff.
331e4e0f9749c9bd0c34df8b566b1c25d554571835697e3290fbfa612d2e0bb9	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	03	Debian 12 Xen 4.17 qemu build log, ordinary sysadmin paste.
35e4ad7b435548546b1cfb758c37d361e6072229396feb2aa6da085a40b81745	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	Puppet agent noop run on nasi.dublin.gaast.net; legitimate sysadmin paste chaff.
4f2fcdc5a8068d0b6400064b5640f6bd2c103f71e9d85beb1d67bf2276ed174e	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	UnixBench make output; legitimate sysadmin benchmark paste chaff.
59d54a1adf0d2d2310e68c660996a102a4032b41d7f6d232d8a18ad518844355	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	Deep reply chain on centos8 kickstart config; legitimate sysadmin paste chaff.
5b1b43cbd4bfcce759ad7574bc4cb2dc39cdb299cf37305e8fa94f1740c4a18d	host-chaff-untitled	host-chaff-untitled	reviewer_confirmed	medium	02	Pre-swarm 2021 Disqus withReactSubviews.js code on pastebin.freepbx.org; legitimate developer chaff despite animal-name reply handles.
5dde934e4bd6c017d4dd2d5bda1a0e6ed34bce5320dfb7cc96b3addb60e777c9	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	InfiniBand perfquery output from tsm host; legitimate sysadmin paste chaff.
60b146239da92c51f9cf50bbc33d2443b7a18a47a948b60092e4af82153b2413	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	NixOS configuration.nix file; legitimate sysadmin paste chaff.
6b561c47e76747b5e16d10b19bfd54d4b2c8557de5c6fc26c9b9466acd168b8a	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	medium	01	'pastebin powered by stikked' — likely site-footer scrape artifact, not real content.
6db652ace3b9918387e9df90736b90c545478d9009ee183fcb03d0951ebdbd4e	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	03	QEMU 7.2 rpm-info Xen build log, ordinary sysadmin paste.
71143138503a0629e5eaddd05245101e7fc9ec1fba1e46fc8a46df5081bf7f69	host-chaff-untitled	host-chaff-untitled	reviewer_confirmed	high	04	Pure Data response.pd patch on pastie.iem.at — Pd community post, background traffic.
7294054571488983bcc054a13269dcfa0841355e0e20fd1c86d90904e94f957e	host-chaff-untitled	host-chaff-untitled	reviewer_confirmed	high	04	Pure Data tabrename patch (noise~/tabwrite~) on pastie.iem.at — Pd community post.
75ce1ad946d8ef637bae3d6381eb273128b67968742851f1b2aff7edf2bf01b2	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	MySubwayCard.com HTTP request/response dump; legitimate developer paste chaff.
7ef25bc81aac198b3c7f3fcd0f9e9839687bdfba7314752ace12507acd0420ee	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	Ansible facts JSON example; legitimate sysadmin paste chaff.
7f0d1ee357ce9b8a4dbb2d6f4755f2a57936f5d40a054f2840541a826b6b734a	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	03	EZ Lawn gardening guide text, ordinary user paste.
81b1008693b0827f72586758da59b939ce4754a99753b16df2bed767320943fa	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	BYTE UNIX Benchmarks on leo-fedora7050; legitimate sysadmin benchmark paste chaff.
883d07eb1ce2ff1cd009f5b30024edeaa78892064f7dede3ff7f260b9d306ea7	host-chaff-untitled	host-chaff-untitled	reviewer_confirmed	high	04	Pure Data [t b i] test patch on pastie.iem.at — Pd community post despite Claude label.
89edcad7103ba873c870ed43cb12491f79247e68f24a8bd47c9c3acb23f8cdae	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	Foreman answers reply thread; legitimate sysadmin paste chaff.
904083d5d76267f186cb09804ffcb2005b6975669707fd3de0fc46f2fe3dfe24	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	lscpu/benchmark output titled 'test-2-benchmark'; legitimate sysadmin benchmark paste chaff.
90ea6ed7ce16cd670a3f8a91a66e85ddbddd3719d239677d9ca5d0c3d68f5fcf	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	03	SofarSolar ESPHome config re-paste, ordinary user content.
9658196b9c29b2e86df99853fa2a8e681bb07cdc57b448367de7e66275847eac	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	03	nginx user-agent block list snippet, ordinary sysadmin paste.
9e307e7aba80262e2a555a111fcc4e297c21ec5d4267c4e241427692810a2237	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	Foreman smart-proxy dhcpd.conf; legitimate sysadmin paste chaff (lab.cs.ucalgary.ca).
a1887a78fd4be801b42def547ec42ea6de05712c0b682018792c0e9e3475e02e	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	Foreman answers YAML file; legitimate sysadmin paste chaff.
a1b152da8294fe2bbc2e84539fd64c1058f78ba581c3e76aec02da2f5b295078	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	Deep reply chain on Foreman answers; legitimate sysadmin paste chaff.
a4866a12602d8b94c838ba2b9c4f2a83cce973a1074dc6621ab6d9d81b5af97c	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	Computer Science Rocky Linux kickstart config; legitimate sysadmin paste chaff.
a8196499c8c69d79232848644ca0bf5976f964f1ae2258b8f8ea0048cf14360a	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	h5bench HDF5 benchmark on /work/RCS/lleung; legitimate scientific-computing paste chaff.
a91a9610f06a664a5059b2b75040535860dd6c8908988277a8c99b954708166b	host-chaff-untitled	host-chaff-untitled	reviewer_confirmed	high	04	Pd Pendulum patch with Gem/pmpd physical-modelling libs on pastie.iem.at — Pd community post.
aa79f8ed17b88831422092e85ec9fb74a1edb6c5b2ffa0b55e00353df63cc92c	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	Deep reply chain on centos8 kickstart config; legitimate sysadmin paste chaff.
aada7aea25611705b7906f58549f7cecd18b7c00db180d96a0bfc4d33a754af4	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	System log grep on droplet-muzikalnik host; legitimate sysadmin paste chaff.
af50c40ccfeea7047aafedc6d10146b40377a6ca1a54d53dac5d7e879d560c81	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	03	ESPHome modbus/sofarsolar YAML config, ordinary user content.
b406c115f28a4eeb50996ab4e8e9d22d9fa2d8cb23371e2da9ea3c8673fd9fbc	host-chaff-untitled	host-chaff-untitled	reviewer_confirmed	high	04	Pd patch with vsl/pack/line receivers on pastie.iem.at — Pd community MIDI-ish patch, background traffic.
b55658a43a9c8aa754ca1c5dcdc9c2db0e523dc1929cfa37fe5db66f4c0acea3	host-chaff-untitled	host-chaff-untitled	reviewer_confirmed	high	04	Pd netreceive/delread~ delay patch on pastie.iem.at — Pd community post.
baa26bbd6d65a47a1c55013cf6ef2edc4d5f91568e909d39268dd502fa428151	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	03	SofarSolar ESPHome config re-paste, ordinary user content.
c6d64e39a9eb60d52720a41ff602d20025bdad25ed801d26ff7154e4c610a1b9	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	ibdiagnet InfiniBand diagnostics on tsm host; legitimate sysadmin paste chaff.
cd752ac9822477f697b8724f9dcec0f15475f73031e1c976fe8f769d286ecf8d	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	03	SofarSolar ESPHome config paste, ordinary user community sharing.
d24da2b9c9270112839de2399850cd65a608b7db748fdf0aff11e616d08d2cdb	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	UnixBench under alpine/docker/esxi on DL380; legitimate sysadmin benchmark paste chaff.
d610651ac9289be918b4f59a646bfcaa044b614162cb436112fe85f82bbb6baa	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	Reply thread on CS Rocky Linux kickstart config; legitimate sysadmin paste chaff.
e057c7a2e4e6750fdb22f6e9e77c056163678188703cc370f49a8fe0c5ea5c95	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	02	Deep reply chain on Foreman answers; legitimate sysadmin paste chaff.
e0a9204e80ab1f0a990fddefe7a60207419c846375959b68ab39418017ac079f	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	03	Unixbench-style compilation/benchmark output paste, not swarm content.
e1f8464c476c2f556ebfa37dfa537ed2e4ec750ad9aea056d34b37c5deefa5e1	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	03	lscpu + benchmark output paste, ordinary paste-site user content.
e3f9018de4bdda922d546b0d9b1ffe9f7d8143a7f0f253af583644d78c9e441a	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	03	SofarSolar ESPHome config paste, ordinary user content.
e443311580561fed30f4ab06752e58d123c95b4b911abfadc92a41491103487a	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	medium	01	'Recent added pastes' — scraper caught the site's own page title, not a real paste.
e8bc3c0246a8f344767ff06896f2200d9b9f66b5291eb2c5506649c05b2b7a10	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	03	CentOS/Rocky Linux kickstart config, ordinary sysadmin paste.
effb6cc6313dab7e306037af926f2fdb86dfafdd9b4d09c4b832f88347793c46	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	03	h5bench HDF5 benchmark output, ordinary user paste.
fc5c9f696bf56e0bf4840c55a17d19125eb6fba6998a110e8a6d64f6a656df3e	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	03	CentOS 8 kickstart config, ordinary sysadmin paste.
fd85df9087df619c215ef91e2f5d217d05a952f8b8737c818a51ffb16a411d3e	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	03	SofarSolar ESPHome ESP32 config, ordinary user content.
feb830427de77e431af09891e52c19abaad90b629faa66acc4c4c18d0a311662	unknown	host-chaff-untitled	reviewer_upgraded_from_unknown	high	03	Postfix main.cf mail server configuration, ordinary user paste.
04deaa77b7b6a719db4e5bd917d1c1c477f13400d5770d2187019f90a8a96727	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
07bdcd6b5dbb8d702383d041286aacdc340b697f5b887d78b5772e0efbf9d41a	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
07cb3307a0038cc70443ffea63e0a250eaca076da78f09796f96a6fb8ec59373	idph-iowa-thyroid	idph-iowa-thyroid	reviewer_confirmed	high	05	Confirms current_task; IowaCollabReply handshake — Iowa task.
08175c3ab15bc4f9b18b69e168cbeb381199844804e0e7b1d99a8d4288aeb06c	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
09c11bbbce6d68a96f74314e4a393f0bf10fa7c1e298deb99d91ec5f4314a133	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
0b1143659543a65321bcbf2b068d30bd5d1e68e58c9276c0508d82f92b1837ad	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
0b86a1e04bb9d0e58bfe7d119e30cb376b2f241ed525f3e8294c7e7521143d2a	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
0c4dd5f8fc0f47f101f9c08545caff361b3e0f2a23199ed3240909e145ae5e4a	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
0c51cacddf0abc09b54cf6ce218a9228621853a1854a97775144858fe5d31ab5	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
0efb6014bf03be36fec9eaaeae5eaf63515a12b0ac201a8cbaf1e1b4aaaf8e4f	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
10c94f3dd697b09a88610ff80666e98da44be8af6ec9073cd2b48ae274b944f4	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
111fcc10d101c587d66e69c23e8f7fb4dc57fa518b6187eae741d0243c67af1b	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
11fe3c497b27d27424d85fefd3a775a5c2f235b06c838a80956fd90d219dbe1a	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
133ab42b91fac05b49f2b5e3b8eef689223e6ce1b6a06568fd21e63a75a586e5	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
13c03fc54c876da0c8fa5486cfa0636a2fbfe03a1271bfe297af3c2dcad66e03	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
14af4b3940dd484fdc9a26f544282cdbd129a41b64a778f0631496d2cc9c4725	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
15c2e4726f0cfc4befed7bfc5ba0aa75880bb96c122b02b8f8f7aa35464fb45f	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
1dc8edfea2fe0cdba3a1d895e3ab3d1045c26dfd7c41cccf7584b1382fa15fb2	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
21286f8d3e4945716cbb69cfd0ded4beb3f957392cbb3e576517c004cf24d5fb	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
2332c8ab119919571b9f4b8bc09c135b433522e6242f68bae35f76c818bc4064	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
2c7084833a66baec896470d8dc5246b57c08a09482c313215176fb8ded3cfb2c	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
2c920790e1916d8d60e876b220931bb16b35114efd0925bd28bb7245287a9318	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
30a4dc40c82099f1ce9bfd6aef9a7606bc8f5848ec1c4d8855b84c031f554ebf	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
31904ae7a77f9cfc49c877d4836c3d2868eedec4b3a76de33f0cd434d76000f7	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
323ecd25a3a3bfb3eacddd28689d48c1604d729587a43f867c65548edc643154	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
3242846d10fd2a52961c4238fcf878c6037b671ccf45ffbbcddf7b7443120a5b	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
3422b4f767a70da61754f756d194a15d4e2e18d4cf629ae35a487bb6f0c7cad6	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
3505847cb123d219b6324887234fd683c85f971492e0a5d95f61133205052ea2	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
354a4b3e6bd83f78b0fa69e5b6abf7ea8f08dd3357199ebd363258c7208764c7	unknown	idph-iowa-thyroid	reviewer_upgraded_from_unknown	high	04	IowaAsthmaCountsCache — gzip+base64 Iowa asthma ED visit counts cache from Iowa health-data swarm task.
38d02f3d19c79ea9e7e85324f61e2a6619fc424e3952017dde35fb64b9f9db93	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
38db53bc2fca6b05e483a2a1a66d92fbc72ae07542937d7293749abc77f9ad62	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
39da4ab4eeba1463bd8e73ae653a39454d66c562f034fbbe64779489db852a01	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
3a7039d431c30bf9a7e39b675f7ce0f987939b778ee46ca1ee379105e7ee1057	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
3b805557ee2b17f2535ca701f4fa060430c7a5b4b9208c9b9de73ec4864428b0	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
3c0ec43abd526d086ad986ba90e5ad328f79d2ccfae22ed3c20b09ef06805e86	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
3f4bd8ac3eaa1ea79c9b4fd91dd433ada3efbae22cf1ff4af005bb3f03d2e832	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
3f980c62860d37305d14de3e85eb6e33a7b1d9888c221673804c4511420b8cff	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
3fde68124f7eb63facaa77aeae1802c7e2dea4d7964f2120daa8962f8627f706	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
3ffaae8cd2d79bc31834557fb5f8381c77cf981a0e075ceb23fd0ef2f40dd428	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
448dcacd1e93b267634d6ae69b6c4668de84b6ad5f2504bdf6a38527211c585e	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
451a1e35184147376f7442a690d81eb4539085dfc5f973d304bfbd2d42636dac	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
465c5deebb6c95b17860d8d036412ca4da0cfe562c3a28bde6f546a417f9f359	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
49ffbff5742da9c773e6c39a8d0b6a37fcb98f7797eaf926b2d9790e16ea1921	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
4a0dc383459e7cad2535fde332cdcf667fb153f34c8dde85be7ad5f9c39c9721	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
4b637773cf6646a787537dd054c4644082db938362223bd13d2b618660057e62	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
4b87147c86dd2898f2d87b6c331fc4b46edd3c492b82cde8a33c489b8b9277a0	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
4c19c5a46a88f371df84989d78c1c29264db5536385a9adbf4ac129cfd2d7f30	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
4c217003fbc4897456cd743217fcf0765eeecd3612f11a2b503d30307b35ed05	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
4db1e5da9e7e88e187b5a4d879c0899b99de8d40ea3dde9926398000827afe2a	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
